prev_filename,filename,strType,xmin,ymin,xmax,ymax,labels,width,height,x_center,y_center,x_center_norm,y_center_norm,w_norm,h_norm
DJI_0176.JPG,12.jpg,ong_noi,1643,1257,2457,1494,0,814,237,2050,1375,0.5054240631163708,0.6030701754385965,0.20069033530571992,0.10394736842105264
DJI_0177.JPG,13.jpg,ong_noi,1922,1059,2783,1427,0,861,368,2352,1243,0.5798816568047337,0.5451754385964912,0.21227810650887574,0.16140350877192983
DJI_0177.JPG,13.jpg,ong_noi,1753,2101,1926,2173,0,173,72,1839,2137,0.45340236686390534,0.9372807017543859,0.04265285996055227,0.031578947368421054
DJI_0178.JPG,14.jpg,ong_noi,1888,1107,2808,1505,0,920,398,2348,1306,0.5788954635108481,0.5728070175438597,0.22682445759368836,0.17456140350877192
DJI_0178.JPG,14.jpg,ong_noi,1884,2096,2053,2181,0,169,85,1968,2138,0.48520710059171596,0.9377192982456141,0.041666666666666664,0.03728070175438596
DJI_0179.JPG,15.jpg,ong_noi,1693,663,2331,1019,0,638,356,2012,841,0.4960552268244576,0.368859649122807,0.15729783037475345,0.156140350877193
DJI_0179.JPG,15.jpg,ong_noi,2158,2001,2301,2101,0,143,100,2229,2051,0.5495562130177515,0.8995614035087719,0.035256410256410256,0.043859649122807015
DJI_0180.JPG,16.jpg,ong_noi,1837,1059,2413,1423,0,576,364,2125,1241,0.5239151873767258,0.5442982456140351,0.14201183431952663,0.15964912280701754
DJI_0180.JPG,16.jpg,ong_noi,2176,2056,2330,2161,0,154,105,2253,2108,0.5554733727810651,0.9245614035087719,0.03796844181459566,0.046052631578947366
DJI_0181.JPG,17.jpg,ong_noi,1786,803,2485,1129,0,699,326,2135,966,0.5263806706114399,0.4236842105263158,0.17233727810650887,0.14298245614035088
DJI_0181.JPG,17.jpg,ong_noi,2179,2015,2335,2130,0,156,115,2257,2072,0.5564595660749507,0.9087719298245615,0.038461538461538464,0.05043859649122807
DJI_0182.JPG,18.jpg,ong_noi,1970,754,2546,1198,0,576,444,2258,976,0.5567061143984221,0.4280701754385965,0.14201183431952663,0.19473684210526315
DJI_0182.JPG,18.jpg,ong_noi,1918,476,2027,543,0,109,67,1972,509,0.48619329388560156,0.22324561403508772,0.02687376725838264,0.029385964912280703
DJI_0183.JPG,19.jpg,ong_noi,1965,328,2637,757,0,672,429,2301,542,0.5673076923076923,0.23771929824561402,0.16568047337278108,0.1881578947368421
DJI_0183.JPG,19.jpg,ong_noi,1913,425,2004,480,0,91,55,1958,452,0.482741617357002,0.19824561403508772,0.022435897435897436,0.02412280701754386
DJI_0184.JPG,20.jpg,ong_noi,1935,672,2282,959,0,347,287,2108,815,0.519723865877712,0.3574561403508772,0.08555226824457594,0.12587719298245614
DJI_0184.JPG,20.jpg,ong_noi,1907,478,2011,546,0,104,68,1959,512,0.48298816568047337,0.22456140350877193,0.02564102564102564,0.02982456140350877
DJI_0185.JPG,21.jpg,ong_noi,1996,1097,2327,1385,0,331,288,2161,1241,0.5327909270216963,0.5442982456140351,0.08160749506903353,0.12631578947368421
DJI_0185.JPG,21.jpg,ong_noi,1948,585,2043,649,0,95,64,1995,617,0.4918639053254438,0.2706140350877193,0.02342209072978304,0.028070175438596492
DJI_0186.JPG,22.jpg,ong_noi,1727,1086,2024,1380,0,297,294,1875,1233,0.46227810650887574,0.5407894736842105,0.07322485207100592,0.12894736842105264
DJI_0186.JPG,22.jpg,ong_noi,1890,587,1981,651,0,91,64,1935,619,0.4770710059171598,0.27149122807017545,0.022435897435897436,0.028070175438596492
DJI_0187.JPG,23.jpg,ong_noi,1637,887,1943,1242,0,306,355,1790,1064,0.4413214990138067,0.4666666666666667,0.07544378698224852,0.15570175438596492
DJI_0188.JPG,24.jpg,ong_noi,1930,720,2230,1091,0,300,371,2080,905,0.5128205128205128,0.3969298245614035,0.07396449704142012,0.16271929824561404
DJI_0189.JPG,25.jpg,ong_noi,2120,754,2250,1176,0,130,422,2185,965,0.5387080867850098,0.4232456140350877,0.03205128205128205,0.1850877192982456
DJI_0190.JPG,26.jpg,ong_noi,2035,680,2331,1198,0,296,518,2183,939,0.5382149901380671,0.4118421052631579,0.07297830374753451,0.22719298245614036
DJI_0191.JPG,27.jpg,ong_noi,2480,834,2849,1339,0,369,505,2664,1086,0.6568047337278107,0.4763157894736842,0.09097633136094675,0.22149122807017543
DJI_0192.JPG,28.jpg,ong_noi,2500,623,2826,1016,0,326,393,2663,819,0.6565581854043393,0.3592105263157895,0.08037475345167652,0.1723684210526316
DJI_0193.JPG,29.jpg,ong_noi,2316,892,2707,1293,0,391,401,2511,1092,0.6190828402366864,0.4789473684210526,0.09640039447731756,0.17587719298245613
DJI_0194.JPG,30.jpg,ong_noi,1759,972,2243,1419,0,484,447,2001,1195,0.4933431952662722,0.5241228070175439,0.11932938856015779,0.19605263157894737
DJI_0195.JPG,31.jpg,ong_noi,1807,875,2451,1289,0,644,414,2129,1082,0.5249013806706114,0.4745614035087719,0.15877712031558186,0.18157894736842106
DJI_0196.JPG,32.jpg,ong_noi,1582,997,2277,1293,0,695,296,1929,1145,0.4755917159763314,0.5021929824561403,0.17135108481262326,0.12982456140350876
DJI_0197.JPG,33.jpg,ong_noi,1902,983,2607,1189,0,705,206,2254,1086,0.5557199211045365,0.4763157894736842,0.17381656804733728,0.09035087719298246
DJI_0198.JPG,34.jpg,ong_noi,2352,1089,3115,1239,0,763,150,2733,1164,0.6738165680473372,0.5105263157894737,0.1881163708086785,0.06578947368421052
DJI_0199.JPG,35.jpg,ong_noi,1994,1163,2777,1360,0,783,197,2385,1261,0.5880177514792899,0.5530701754385965,0.1930473372781065,0.08640350877192983
DJI_0200.JPG,36.jpg,ong_noi,1698,1289,2611,1493,0,913,204,2154,1391,0.5310650887573964,0.6100877192982456,0.22509861932938857,0.08947368421052632
DJI_0201.JPG,37.jpg,ong_noi,1532,1285,2286,1547,0,754,262,1909,1416,0.47066074950690334,0.6210526315789474,0.1858974358974359,0.11491228070175438
DJI_0201.JPG,37.jpg,ong_noi,53,2104,210,2195,0,157,91,131,2149,0.03229783037475345,0.9425438596491228,0.038708086785009865,0.039912280701754385
DJI_0202.JPG,38.jpg,ong_noi,1673,1285,2444,1593,0,771,308,2058,1439,0.507396449704142,0.631140350877193,0.1900887573964497,0.13508771929824562
DJI_0202.JPG,38.jpg,ong_noi,189,2003,335,2096,0,146,93,262,2049,0.0645956607495069,0.8986842105263158,0.03599605522682446,0.04078947368421053
DJI_0203.JPG,39.jpg,ong_noi,1602,1268,2302,1672,0,700,404,1952,1470,0.4812623274161736,0.6447368421052632,0.17258382642998027,0.17719298245614035
DJI_0203.JPG,39.jpg,ong_noi,441,1780,568,1887,0,127,107,504,1833,0.1242603550295858,0.8039473684210526,0.03131163708086785,0.04692982456140351
DJI_0204.JPG,40.jpg,ong_noi,1688,1088,2241,1491,0,553,403,1964,1289,0.48422090729783035,0.5653508771929825,0.13634122287968442,0.17675438596491228
DJI_0204.JPG,40.jpg,ong_noi,478,1535,591,1628,0,113,93,534,1581,0.13165680473372782,0.6934210526315789,0.027859960552268245,0.04078947368421053
DJI_0205.JPG,41.jpg,ong_noi,1774,1083,2276,1575,0,502,492,2025,1329,0.4992603550295858,0.5828947368421052,0.12376725838264299,0.21578947368421053
DJI_0205.JPG,41.jpg,ong_noi,944,1254,1026,1366,0,82,112,985,1310,0.24285009861932938,0.5745614035087719,0.02021696252465483,0.04912280701754386
DJI_0206.JPG,42.jpg,ong_noi,1580,958,1885,1519,0,305,561,1732,1238,0.4270216962524655,0.5429824561403509,0.07519723865877712,0.24605263157894736
DJI_0206.JPG,42.jpg,ong_noi,409,958,452,1063,0,43,105,430,1010,0.10601577909270217,0.44298245614035087,0.010601577909270217,0.046052631578947366
DJI_0207.JPG,43.jpg,ong_noi,2014,958,2262,1527,0,248,569,2138,1242,0.527120315581854,0.5447368421052632,0.0611439842209073,0.24956140350877193
DJI_0207.JPG,43.jpg,ong_noi,860,777,898,902,0,38,125,879,839,0.21671597633136094,0.36798245614035086,0.009368836291913214,0.05482456140350877
DJI_0208.JPG,44.jpg,ong_noi,1839,1008,1996,1605,0,157,597,1917,1306,0.47263313609467456,0.5728070175438597,0.038708086785009865,0.2618421052631579
DJI_0208.JPG,44.jpg,ong_noi,1131,711,1184,809,0,53,98,1157,760,0.28525641025641024,0.3333333333333333,0.013067061143984222,0.04298245614035088
DJI_0209.JPG,45.jpg,ong_noi,1949,1048,2189,1646,0,240,598,2069,1347,0.5101084812623274,0.5907894736842105,0.05917159763313609,0.26228070175438595
DJI_0209.JPG,45.jpg,ong_noi,1581,635,1631,745,0,50,110,1606,690,0.39595660749506906,0.3026315789473684,0.01232741617357002,0.04824561403508772
DJI_0210.JPG,46.jpg,ong_noi,1590,1015,2136,1568,0,546,553,1863,1291,0.4593195266272189,0.5662280701754386,0.1346153846153846,0.2425438596491228
DJI_0210.JPG,46.jpg,ong_noi,2328,619,2410,704,0,82,85,2369,661,0.5840729783037475,0.2899122807017544,0.02021696252465483,0.03728070175438596
DJI_0211.JPG,47.jpg,ong_noi,1828,958,2384,1550,0,556,592,2106,1254,0.5192307692307693,0.55,0.13708086785009863,0.2596491228070175
DJI_0211.JPG,47.jpg,ong_noi,2549,640,2648,721,0,99,81,2598,680,0.6405325443786982,0.2982456140350877,0.02440828402366864,0.035526315789473684
DJI_0212.JPG,48.jpg,ong_noi,1869,844,2280,1196,0,411,352,2074,1020,0.5113412228796844,0.4473684210526316,0.10133136094674557,0.1543859649122807
DJI_0212.JPG,48.jpg,ong_noi,2504,640,2595,716,0,91,76,2549,678,0.6284516765285996,0.29736842105263156,0.022435897435897436,0.03333333333333333
DJI_0213.JPG,49.jpg,ong_noi,1728,811,2197,1101,0,469,290,1962,956,0.48372781065088755,0.4192982456140351,0.11563116370808678,0.12719298245614036
DJI_0213.JPG,49.jpg,ong_noi,2985,759,3123,829,0,138,70,3054,794,0.7529585798816568,0.3482456140350877,0.034023668639053255,0.03070175438596491
DJI_0213.JPG,49.jpg,ong_noi,3608,1689,3739,1781,0,131,92,3673,1735,0.9055719921104537,0.7609649122807017,0.03229783037475345,0.04035087719298246
DJI_0214.JPG,50.jpg,ong_noi,1932,972,2452,1141,0,520,169,2192,1056,0.5404339250493096,0.4631578947368421,0.1282051282051282,0.07412280701754385
DJI_0214.JPG,50.jpg,ong_noi,3837,1214,4001,1254,0,164,40,3919,1234,0.9662228796844181,0.5412280701754386,0.04043392504930966,0.017543859649122806
DJI_0214.JPG,50.jpg,ong_noi,3869,246,4013,290,0,144,44,3941,268,0.971646942800789,0.11754385964912281,0.03550295857988166,0.01929824561403509
DJI_0215.JPG,51.jpg,ong_noi,1800,1164,2314,1288,0,514,124,2057,1226,0.5071499013806706,0.537719298245614,0.1267258382642998,0.054385964912280704
DJI_0216.JPG,52.jpg,ong_noi,1780,1016,2719,1194,0,939,178,2249,1105,0.5544871794871795,0.48464912280701755,0.23150887573964496,0.0780701754385965
DJI_0217.JPG,53.jpg,ong_noi,1933,982,2915,1220,0,982,238,2424,1101,0.5976331360946746,0.48289473684210527,0.24211045364891517,0.10438596491228071
DJI_0218.JPG,54.jpg,ong_noi,1465,967,2493,1215,0,1028,248,1979,1091,0.4879191321499014,0.47850877192982455,0.2534516765285996,0.10877192982456141
DJI_0219.JPG,55.jpg,ong_noi,1608,933,2622,1228,0,1014,295,2115,1080,0.5214497041420119,0.47368421052631576,0.25,0.12938596491228072
DJI_0220.JPG,56.jpg,ong_noi,1552,935,2615,1339,0,1063,404,2083,1137,0.513560157790927,0.4986842105263158,0.2620808678500986,0.17719298245614035
DJI_0221.JPG,57.jpg,ong_noi,1626,1005,2668,1450,0,1042,445,2147,1227,0.5293392504930966,0.5381578947368421,0.2569033530571992,0.19517543859649122
DJI_0222.JPG,58.jpg,ong_noi,1710,1095,2671,1580,0,961,485,2190,1337,0.5399408284023669,0.5864035087719298,0.23693293885601577,0.21271929824561403
DJI_0223.JPG,59.jpg,ong_noi,1739,1144,2702,1757,0,963,613,2220,1450,0.5473372781065089,0.6359649122807017,0.23742603550295857,0.268859649122807
DJI_0224.JPG,60.jpg,ong_noi,1763,1133,2672,1770,0,909,637,2217,1451,0.5465976331360947,0.6364035087719299,0.22411242603550297,0.2793859649122807
DJI_0225.JPG,61.jpg,ong_noi,1478,815,2456,1607,0,978,792,1967,1211,0.4849605522682446,0.531140350877193,0.2411242603550296,0.3473684210526316
DJI_0226.JPG,62.jpg,ong_noi,1526,786,2451,1634,0,925,848,1988,1210,0.490138067061144,0.5307017543859649,0.22805719921104536,0.3719298245614035
DJI_0227.JPG,63.jpg,ong_noi,1688,673,2565,1580,0,877,907,2126,1126,0.5241617357001972,0.493859649122807,0.21622287968441814,0.39780701754385966
DJI_0227.JPG,63.jpg,ong_noi,2525,1323,2674,1462,0,149,139,2599,1392,0.6407790927021696,0.6105263157894737,0.03673570019723866,0.06096491228070176
DJI_0228.JPG,64.jpg,ong_noi,1943,1286,2765,2120,0,822,834,2354,1703,0.5803747534516766,0.7469298245614036,0.20266272189349113,0.36578947368421055
DJI_0228.JPG,64.jpg,ong_noi,2532,1383,2708,1554,0,176,171,2620,1468,0.645956607495069,0.643859649122807,0.04339250493096647,0.075
DJI_0229.JPG,65.jpg,ong_noi,2008,973,2540,1492,0,532,519,2274,1232,0.5606508875739645,0.5403508771929825,0.131163708086785,0.22763157894736843
DJI_0229.JPG,65.jpg,ong_noi,2516,1325,2668,1472,0,152,147,2592,1398,0.6390532544378699,0.6131578947368421,0.03747534516765286,0.06447368421052632
DJI_0230.JPG,66.jpg,ong_noi,2107,1001,2738,1436,0,631,435,2422,1218,0.5971400394477318,0.5342105263157895,0.15557199211045364,0.19078947368421054
DJI_0230.JPG,66.jpg,ong_noi,2276,1272,2428,1381,0,152,109,2352,1326,0.5798816568047337,0.5815789473684211,0.03747534516765286,0.04780701754385965
DJI_0231.JPG,67.jpg,ong_noi,1805,1019,2543,1366,0,738,347,2174,1192,0.5359960552268245,0.5228070175438596,0.1819526627218935,0.15219298245614035
DJI_0231.JPG,67.jpg,ong_noi,1875,1265,2047,1349,0,172,84,1961,1307,0.4834812623274162,0.5732456140350877,0.04240631163708087,0.03684210526315789
DJI_0232.JPG,68.jpg,ong_noi,1641,1033,2401,1319,0,760,286,2021,1176,0.4982741617357002,0.5157894736842106,0.1873767258382643,0.12543859649122807
DJI_0232.JPG,68.jpg,ong_noi,1649,1305,1785,1353,0,136,48,1717,1329,0.4233234714003945,0.5828947368421052,0.03353057199211045,0.021052631578947368
DJI_0233.JPG,69.jpg,ong_noi,1525,1050,2275,1289,0,750,239,1900,1169,0.46844181459566075,0.512719298245614,0.1849112426035503,0.10482456140350878
DJI_0233.JPG,69.jpg,ong_noi,1358,1347,1532,1416,0,174,69,1445,1381,0.3562623274161736,0.605701754385965,0.042899408284023666,0.030263157894736843
DJI_0234.JPG,70.jpg,ong_noi,1499,1133,2318,1280,0,819,147,1908,1206,0.47041420118343197,0.5289473684210526,0.20192307692307693,0.06447368421052632
DJI_0234.JPG,70.jpg,ong_noi,1150,1452,1326,1499,0,176,47,1238,1475,0.3052268244575937,0.6469298245614035,0.04339250493096647,0.0206140350877193
DJI_0235.JPG,71.jpg,ong_noi,1369,1142,2101,1327,0,732,185,1735,1234,0.4277613412228797,0.5412280701754386,0.1804733727810651,0.08114035087719298
DJI_0235.JPG,71.jpg,ong_noi,865,1585,1062,1637,0,197,52,963,1611,0.23742603550295857,0.7065789473684211,0.048570019723865876,0.02280701754385965
DJI_0236.JPG,72.jpg,ong_noi,1979,963,2741,1234,0,762,271,2360,1098,0.5818540433925049,0.48157894736842105,0.1878698224852071,0.11885964912280701
DJI_0236.JPG,72.jpg,ong_noi,709,1773,903,1841,0,194,68,806,1807,0.1987179487179487,0.7925438596491228,0.04783037475345168,0.02982456140350877
DJI_0236.JPG,72.jpg,ong_noi,3618,996,3783,1055,0,165,59,3700,1025,0.9122287968441815,0.44956140350877194,0.040680473372781065,0.02587719298245614
DJI_0237.JPG,73.jpg,ong_noi,1672,858,2366,1200,0,694,342,2019,1029,0.4977810650887574,0.4513157894736842,0.1711045364891519,0.15
DJI_0237.JPG,73.jpg,ong_noi,3800,1793,3936,1882,0,136,89,3868,1837,0.9536489151873767,0.8057017543859649,0.03353057199211045,0.03903508771929825
DJI_0237.JPG,73.jpg,ong_noi,329,2028,542,2139,0,213,111,435,2083,0.10724852071005918,0.9135964912280702,0.05251479289940828,0.04868421052631579
DJI_0237.JPG,73.jpg,ong_noi,3126,773,3241,834,0,115,61,3183,803,0.7847633136094675,0.35219298245614034,0.028353057199211044,0.02675438596491228
DJI_0239.JPG,74.jpg,ong_noi,1752,872,2072,1139,0,320,267,1912,1005,0.4714003944773176,0.4407894736842105,0.07889546351084813,0.11710526315789474
DJI_0239.JPG,74.jpg,ong_noi,3346,1498,3451,1588,0,105,90,3398,1543,0.8377712031558185,0.6767543859649123,0.025887573964497042,0.039473684210526314
DJI_0240.JPG,75.jpg,ong_noi,1592,885,1939,1162,0,347,277,1765,1023,0.43515779092702167,0.4486842105263158,0.08555226824457594,0.12149122807017544
DJI_0240.JPG,75.jpg,ong_noi,3722,712,3785,779,0,63,67,3753,745,0.9252958579881657,0.3267543859649123,0.015532544378698224,0.029385964912280703
DJI_0240.JPG,75.jpg,ong_noi,3106,1343,3212,1461,0,106,118,3159,1402,0.7788461538461539,0.6149122807017544,0.026134122287968443,0.05175438596491228
DJI_0240.JPG,75.jpg,ong_noi,2414,652,2498,725,0,84,73,2456,688,0.6055226824457594,0.3017543859649123,0.020710059171597635,0.032017543859649125
DJI_0241.JPG,76.jpg,ong_noi,1891,984,2376,1150,0,485,166,2133,1067,0.525887573964497,0.4679824561403509,0.11957593688362919,0.07280701754385965
DJI_0241.JPG,76.jpg,ong_noi,3493,1047,3654,1097,0,161,50,3573,1072,0.8809171597633136,0.47017543859649125,0.039694280078895465,0.021929824561403508
DJI_0241.JPG,76.jpg,ong_noi,849,1643,1033,1704,0,184,61,941,1673,0.23200197238658776,0.7337719298245614,0.045364891518737675,0.02675438596491228
DJI_0243.JPG,77.jpg,ong_noi,1495,1093,2020,1361,0,525,268,1757,1227,0.4331854043392505,0.5381578947368421,0.1294378698224852,0.11754385964912281
DJI_0244.JPG,78.jpg,ong_noi,1551,1022,1980,1343,0,429,321,1765,1182,0.43515779092702167,0.5184210526315789,0.10576923076923077,0.14078947368421052
DJI_0244.JPG,78.jpg,ong_noi,2103,1256,2247,1363,0,144,107,2175,1309,0.5362426035502958,0.5741228070175438,0.03550295857988166,0.04692982456140351
DJI_0246.JPG,79.jpg,ong_noi,1774,995,2031,1436,0,257,441,1902,1215,0.46893491124260356,0.5328947368421053,0.0633629191321499,0.19342105263157894
DJI_0246.JPG,79.jpg,ong_noi,2807,1462,2905,1615,0,98,153,2856,1538,0.7041420118343196,0.6745614035087719,0.024161735700197237,0.06710526315789474
DJI_0247.JPG,80.jpg,ong_noi,1843,800,2036,1097,0,193,297,1939,948,0.4780571992110454,0.41578947368421054,0.047583826429980276,0.13026315789473683
DJI_0247.JPG,80.jpg,ong_noi,2704,1332,2790,1465,0,86,133,2747,1398,0.6772682445759369,0.6131578947368421,0.021203155818540435,0.058333333333333334
DJI_0248.JPG,81.jpg,ong_noi,2101,811,2282,1136,0,181,325,2191,973,0.5401873767258383,0.4267543859649123,0.04462524654832347,0.1425438596491228
DJI_0248.JPG,81.jpg,ong_noi,2903,1406,2984,1549,0,81,143,2943,1477,0.7255917159763313,0.6478070175438596,0.019970414201183433,0.06271929824561404
DJI_0249.JPG,82.jpg,ong_noi,1729,855,1927,1131,0,198,276,1828,993,0.45069033530571995,0.4355263157894737,0.04881656804733728,0.12105263157894737
DJI_0249.JPG,82.jpg,ong_noi,2530,1292,2631,1422,0,101,130,2580,1357,0.636094674556213,0.5951754385964912,0.02490138067061144,0.05701754385964912
DJI_0250.JPG,83.jpg,ong_noi,1776,839,2033,1108,0,257,269,1904,973,0.46942800788954636,0.4267543859649123,0.0633629191321499,0.11798245614035088
DJI_0250.JPG,83.jpg,ong_noi,2343,1220,2468,1341,0,125,121,2405,1280,0.592948717948718,0.5614035087719298,0.03081854043392505,0.05307017543859649
DJI_0251.JPG,84.jpg,ong_noi,1574,847,1880,1109,0,306,262,1727,978,0.42578895463510846,0.42894736842105263,0.07544378698224852,0.11491228070175438
DJI_0251.JPG,84.jpg,ong_noi,2114,1192,2249,1300,0,135,108,2181,1246,0.5377218934911243,0.5464912280701755,0.03328402366863906,0.04736842105263158
DJI_0252.JPG,85.jpg,ong_noi,1878,864,2249,1047,0,371,183,2063,955,0.508629191321499,0.41885964912280704,0.09146942800788954,0.08026315789473684
DJI_0252.JPG,85.jpg,ong_noi,1940,1173,2090,1252,0,150,79,2015,1212,0.4967948717948718,0.531578947368421,0.03698224852071006,0.03464912280701754
DJI_0253.JPG,86.jpg,ong_noi,1824,878,2231,998,0,407,120,2027,938,0.4997534516765286,0.4114035087719298,0.10034516765285996,0.05263157894736842
DJI_0254.JPG,87.jpg,ong_noi,1960,747,2319,882,0,359,135,2139,814,0.5273668639053254,0.3570175438596491,0.08851084812623274,0.05921052631578947
DJI_0254.JPG,87.jpg,ong_noi,3660,1810,3799,1877,0,139,67,3729,1843,0.9193786982248521,0.8083333333333333,0.034270216962524656,0.029385964912280703
DJI_0254.JPG,87.jpg,ong_noi,925,1550,1108,1609,0,183,59,1016,1579,0.2504930966469428,0.6925438596491228,0.045118343195266274,0.02587719298245614
DJI_0254.JPG,87.jpg,ong_noi,3164,123,3297,165,0,133,42,3230,144,0.7963510848126233,0.06315789473684211,0.03279092702169625,0.018421052631578946
DJI_0254.JPG,87.jpg,ong_noi,3252,903,3396,954,0,144,51,3324,928,0.8195266272189349,0.4070175438596491,0.03550295857988166,0.02236842105263158
DJI_0255.JPG,88.jpg,ong_noi,1865,737,2142,927,0,277,190,2003,832,0.493836291913215,0.3649122807017544,0.06829388560157791,0.08333333333333333
DJI_0255.JPG,88.jpg,ong_noi,3179,1333,3281,1410,0,102,77,3230,1371,0.7963510848126233,0.6013157894736842,0.02514792899408284,0.033771929824561404
DJI_0255.JPG,88.jpg,ong_noi,3832,790,3898,861,0,66,71,3865,825,0.9529092702169625,0.3618421052631579,0.016272189349112426,0.031140350877192982
DJI_0256.JPG,89.jpg,ong_noi,1662,758,1876,1028,0,214,270,1769,893,0.4361439842209073,0.39166666666666666,0.05276134122287968,0.11842105263157894
DJI_0256.JPG,89.jpg,ong_noi,2592,1069,2647,1163,0,55,94,2619,1116,0.6457100591715976,0.48947368421052634,0.013560157790927022,0.0412280701754386
DJI_0256.JPG,89.jpg,ong_noi,2937,444,2991,523,0,54,79,2964,483,0.7307692307692307,0.2118421052631579,0.013313609467455622,0.03464912280701754
DJI_0257.JPG,90.jpg,ong_noi,1729,999,1964,1365,0,235,366,1846,1182,0.4551282051282051,0.5184210526315789,0.05793885601577909,0.16052631578947368
DJI_0257.JPG,90.jpg,ong_noi,2698,1155,2753,1277,0,55,122,2725,1216,0.671844181459566,0.5333333333333333,0.013560157790927022,0.05350877192982456
DJI_0257.JPG,90.jpg,ong_noi,3049,472,3099,554,0,50,82,3074,513,0.7578895463510849,0.225,0.01232741617357002,0.035964912280701755
DJI_0258.JPG,91.jpg,ong_noi,2047,997,2329,1340,0,282,343,2188,1168,0.539447731755424,0.512280701754386,0.0695266272189349,0.15043859649122807
DJI_0258.JPG,91.jpg,ong_noi,3051,1281,3134,1380,0,83,99,3092,1330,0.76232741617357,0.5833333333333334,0.020463510848126233,0.04342105263157895
DJI_0258.JPG,91.jpg,ong_noi,3541,623,3595,697,0,54,74,3568,660,0.8796844181459567,0.2894736842105263,0.013313609467455622,0.03245614035087719
DJI_0258.JPG,91.jpg,ong_noi,2310,653,2388,733,0,78,80,2349,693,0.5791420118343196,0.30394736842105263,0.019230769230769232,0.03508771929824561
DJI_0259.JPG,92.jpg,ong_noi,1943,1014,2305,1315,0,362,301,2124,1164,0.5236686390532544,0.5105263157894737,0.08925049309664694,0.13201754385964912
